"Date Time","Pressure (psi) (840058)","Temperature (°C) (840058)","Depth (ft) (840058)","Actual Conductivity (µS/cm)","Specific Conductivity (µS/cm) (840058)","Salinity (PSU) (840058)","Total Dissolved Solids (ppt) (840058)","Resistivity (Ω⋅cm) (840058)","Density (g/cm³) (840058)","Barometric Pressure (mbar) (670831)","Temperature (°C) (670831)","Marked"
"2025-07-24 16:26:33","0.44605258","11.818738","1.0293784","16.925896","22.62101","0.00920546","0.014703657","59081.08","0.99952734","920.2767","26.758476",""
"2025-07-24 16:26:34","0.458426","11.818165","1.0579329","16.929634","22.626335","0.009207981","0.014707118","59068.027","0.99952745","920.24414","26.750717",""
"2025-07-24 16:26:35","0.45904267","11.818114","1.059356","16.929432","22.626095","0.009207866","0.014706962","59068.727","0.99952745","920.24286","26.750616",""
"2025-07-24 16:26:36","0.4596593","11.818064","1.060779","16.929232","22.625854","0.009207752","0.014706806","59069.43","0.99952745","920.2416","26.750515",""
"2025-07-24 16:26:37","0.45080256","11.817741","1.0403398","16.95302","22.657835","0.009222935","0.014727593","58986.56","0.9995275","920.2322","26.750286",""
"2025-07-24 16:26:38","0.45059282","11.817707","1.0398557","16.95458","22.659939","0.009223933","0.014728961","58981.13","0.9995275","920.2308","26.750055",""
"2025-07-24 16:26:39","0.45038307","11.817674","1.0393717","16.956139","22.662043","0.009224932","0.014730328","58975.695","0.9995275","920.2293","26.749826",""
"2025-07-24 16:26:40","0.44735628","11.817761","1.0323867","16.944761","22.646788","0.009217689","0.014720412","59015.293","0.99952745","920.2299","26.75",""
"2025-07-24 16:26:41","0.44695926","11.817759","1.0314705","16.944683","22.646685","0.009217639","0.014720345","59015.562","0.99952745","920.2297","26.75",""
"2025-07-24 16:26:42","0.45587206","11.816764","1.0520389","16.932861","22.63146","0.0092104","0.014710449","59056.77","0.99952763","920.2634","26.76687",""
"2025-07-24 16:26:43","0.45635614","11.816704","1.053156","16.93186","22.630154","0.009209779","0.0147096","59060.26","0.99952763","920.2655","26.767906",""
"2025-07-24 16:26:44","0.45684022","11.816645","1.0542731","16.930857","22.628849","0.009209159","0.014708752","59063.754","0.99952763","920.2676","26.768944",""
"2025-07-24 16:26:45","0.44809878","11.816228","1.0341","16.952065","22.657434","0.009222728","0.014727333","58989.875","0.99952763","920.25116","26.752073",""
"2025-07-24 16:26:46","0.4477841","11.816178","1.0333738","16.953074","22.658812","0.009223381","0.014728228","58986.363","0.99952763","920.251","26.751457",""
"2025-07-24 16:26:47","0.44746944","11.816128","1.0326477","16.954082","22.660189","0.009224035","0.014729123","58982.85","0.99952763","920.2508","26.750841",""
"2025-07-24 16:26:48","0.47134507","11.81582","1.0877466","16.964285","22.674004","0.009230592","0.014738103","58947.38","0.9995277","920.23254","26.750443",""
"2025-07-24 16:26:49","0.4725319","11.815791","1.0904855","16.96543","22.67555","0.009231327","0.014739109","58943.4","0.9995277","920.2311","26.749989",""
"2025-07-24 16:26:50","0.45403418","11.815397","1.0477973","16.964191","22.674124","0.0092306435","0.014738181","58947.695","0.99952775","920.2304","26.75",""
"2025-07-24 16:26:51","0.4534312","11.815366","1.0464058","16.964342","22.674343","0.009230747","0.014738323","58947.17","0.99952775","920.23","26.75",""
"2025-07-24 16:26:52","0.45282817","11.815333","1.0450141","16.964493","22.674562","0.009230851","0.014738466","58946.65","0.99952775","920.22955","26.75",""
"2025-07-24 16:26:53","0.45294815","11.815249","1.0452911","16.967207","22.678238","0.009232597","0.0147408545","58937.22","0.99952775","920.2729","26.75",""
"2025-07-24 16:26:54","0.4524699","11.815234","1.0441873","16.967335","22.67842","0.009232683","0.014740972","58936.77","0.99952775","920.2755","26.75",""
"2025-07-24 16:26:55","0.45199162","11.815219","1.0430835","16.967464","22.6786","0.009232769","0.014741089","58936.324","0.99952775","920.27814","26.75",""
"2025-07-24 16:26:56","0.45140347","11.8151455","1.0417264","16.953161","22.659527","0.009223709","0.014728692","58986.05","0.99952775","920.26105","26.75",""
"2025-07-24 16:26:57","0.45136407","11.815139","1.0416354","16.952387","22.658495","0.009223219","0.014728021","58988.746","0.99952775","920.26117","26.75",""
"2025-07-24 16:26:58","0.452172","11.8149805","1.0435","16.944677","22.648281","0.009218367","0.014721383","59015.586","0.9995278","920.2944","26.74153",""
"2025-07-24 16:26:59","0.45220026","11.814969","1.0435652","16.943865","22.647202","0.009217855","0.014720681","59018.414","0.9995278","920.2961","26.741",""
"2025-07-24 16:27:00","0.45222852","11.814957","1.0436304","16.943052","22.646122","0.009217341","0.01471998","59021.242","0.9995278","920.2977","26.740469",""
"2025-07-24 16:27:01","0.45743898","11.814724","1.0556548","16.92728","22.625177","0.009207396","0.014706366","59076.246","0.99952775","920.27264","26.748924",""
"2025-07-24 16:27:02","0.4577768","11.814706","1.0564344","16.926132","22.623653","0.009206671","0.014705376","59080.25","0.99952775","920.272","26.749222",""
"2025-07-24 16:27:03","0.45811468","11.814688","1.057214","16.924984","22.62213","0.009205948","0.014704385","59084.254","0.99952775","920.2713","26.74952",""
"2025-07-24 16:27:04","0.45372495","11.814454","1.0470836","16.930056","22.629042","0.009209227","0.014708877","59066.55","0.9995278","920.2879","26.749765",""
"2025-07-24 16:27:05","0.45359817","11.814434","1.0467911","16.929947","22.628908","0.0092091635","0.01470879","59066.93","0.9995278","920.28827","26.74999",""
"2025-07-24 16:27:06","0.46467066","11.813799","1.0723436","16.941023","22.644081","0.00921636","0.014718652","59028.32","0.99952793","920.26355","26.75",""
"2025-07-24 16:27:07","0.465262","11.813753","1.0737082","16.941833","22.645191","0.009216887","0.0147193745","59025.49","0.99952793","920.26245","26.75",""
"2025-07-24 16:27:08","0.46585333","11.813708","1.0750728","16.942646","22.646303","0.009217414","0.014720097","59022.66","0.99952793","920.2613","26.75",""
"2025-07-24 16:27:09","0.46857953","11.812921","1.0813642","16.943283","22.647608","0.009218026","0.014720945","59020.44","0.999528","920.2778","26.75",""
"2025-07-24 16:27:10","0.46902972","11.812858","1.0824031","16.943604","22.648073","0.009218247","0.014721247","59019.324","0.999528","920.27814","26.75",""
"2025-07-24 16:27:11","0.46947995","11.812795","1.083442","16.943924","22.648539","0.0092184665","0.014721549","59018.207","0.999528","920.27844","26.75",""
"2025-07-24 16:27:12","0.4557278","11.81279","1.0517054","16.952326","22.659773","0.009223802","0.014728853","58988.957","0.999528","920.2527","26.75",""
"2025-07-24 16:27:13","0.45496562","11.81277","1.0499465","16.952858","22.660496","0.009224146","0.014729323","58987.1","0.999528","920.2515","26.75",""
"2025-07-24 16:27:14","0.4705744","11.812464","1.0859678","16.959301","22.669285","0.009228313","0.014735036","58964.695","0.99952805","920.2339","26.75",""
"2025-07-24 16:27:15","0.4712141","11.812446","1.087444","16.95991","22.670109","0.009228704","0.01473557","58962.582","0.99952805","920.2321","26.75",""
"2025-07-24 16:27:16","0.47185376","11.812427","1.0889201","16.960516","22.67093","0.009229094","0.014736106","58960.47","0.99952805","920.2304","26.75",""
"2025-07-24 16:27:17","0.46399662","11.811723","1.0707877","16.937937","22.641155","0.00921495","0.014716752","59039.082","0.99952817","920.24756","26.75",""
"2025-07-24 16:27:18","0.46391273","11.811672","1.0705941","16.936726","22.639565","0.009214194","0.014715717","59043.3","0.99952817","920.24817","26.75",""
"2025-07-24 16:27:19","0.4638288","11.811622","1.0704005","16.935513","22.637972","0.009213438","0.0147146825","59047.523","0.99952817","920.2487","26.75",""
"2025-07-24 16:27:20","0.47450924","11.811458","1.0950482","16.94643","22.652662","0.009220409","0.01472423","59009.48","0.99952817","920.2404","26.75",""
"2025-07-24 16:27:21","0.47494978","11.81143","1.0960649","16.946514","22.652788","0.009220469","0.014724312","59009.188","0.99952817","920.24036","26.75",""
"2025-07-24 16:27:22","0.4471263","11.810876","1.0318552","16.94525","22.651419","0.009219815","0.014723422","59013.594","0.9995283","920.2823","26.75844",""
"2025-07-24 16:27:23","0.44565713","11.810838","1.0284647","16.945436","22.651691","0.009219944","0.014723599","59012.94","0.9995283","920.28467","26.758965",""
"2025-07-24 16:27:24","0.44418797","11.8108","1.0250742","16.945623","22.651964","0.009220072","0.014723776","59012.29","0.9995283","920.28705","26.75949",""
"2025-07-24 16:27:25","0.46509862","11.810404","1.0733306","16.949327","22.657143","0.009222525","0.014727143","58999.395","0.99952835","920.2625","26.751131",""
"2025-07-24 16:27:26","0.46564543","11.810367","1.0745926","16.949512","22.657413","0.009222654","0.014727318","58998.746","0.99952835","920.2621","26.750843",""
"2025-07-24 16:27:27","0.46619225","11.810329","1.0758544","16.9497","22.657682","0.009222781","0.014727494","58998.098","0.99952835","920.26166","26.750555",""
"2025-07-24 16:27:28","0.4554138","11.810088","1.0509806","16.944725","22.651175","0.009219688","0.014723264","59015.418","0.99952835","920.2517","26.741465",""
"2025-07-24 16:27:29","0.45526782","11.810063","1.0506437","16.944517","22.650911","0.009219563","0.014723092","59016.14","0.99952835","920.2505","26.740715",""
"2025-07-24 16:27:30","0.45820236","11.80945","1.0574157","16.942646","22.648764","0.009218536","0.014721697","59022.66","0.99952847","920.2669","26.748804",""
"2025-07-24 16:27:31","0.45810232","11.809406","1.0571848","16.942408","22.648472","0.009218397","0.014721507","59023.492","0.99952847","920.26776","26.7491",""
"2025-07-24 16:27:32","0.45800227","11.809362","1.056954","16.94217","22.648178","0.009218257","0.014721316","59024.32","0.99952847","920.26855","26.749397",""
"2025-07-24 16:27:33","0.48164517","11.809349","1.1115158","16.949831","22.658428","0.009223125","0.014727978","58997.637","0.99952847","920.2348","26.749676",""
"2025-07-24 16:27:34","0.48315293","11.809334","1.1149954","16.950249","22.658997","0.009223395","0.014728348","58996.18","0.99952847","920.23315","26.7499",""
"2025-07-24 16:27:35","0.48466069","11.809318","1.1184748","16.950668","22.659565","0.009223664","0.0147287175","58994.723","0.99952847","920.23157","26.750124",""
"2025-07-24 16:27:36","0.46908048","11.809165","1.0825197","16.954193","22.664366","0.009225942","0.014731838","58982.46","0.99952847","920.2483","26.75",""
"2025-07-24 16:27:37","0.46872696","11.809155","1.0817038","16.954596","22.66491","0.0092262","0.014732191","58981.062","0.99952847","920.2485","26.75",""
"2025-07-24 16:27:38","0.4691246","11.808226","1.0826213","16.941462","22.64789","0.009218107","0.014721128","59026.79","0.9995286","920.2574","26.741587",""
"2025-07-24 16:27:39","0.46876526","11.808164","1.081792","16.940722","22.646936","0.009217653","0.014720508","59029.367","0.9995286","920.25836","26.741062",""
"2025-07-24 16:27:40","0.4684059","11.808103","1.0809628","16.939981","22.645983","0.0092172","0.014719889","59031.94","0.9995286","920.25934","26.740538",""
"2025-07-24 16:27:41","0.472605","11.807772","1.0906531","16.927544","22.629543","0.009209392","0.0147092035","59075.33","0.99952865","920.268","26.74032",""
"2025-07-24 16:27:42","0.4728754","11.807728","1.0912771","16.926453","22.628109","0.009208711","0.014708271","59079.133","0.99952865","920.26874","26.740095",""
"2025-07-24 16:27:43","0.47314578","11.807685","1.0919012","16.925362","22.626675","0.009208029","0.014707339","59082.938","0.99952865","920.2695","26.73987",""
"2025-07-24 16:27:44","0.48016685","11.807301","1.108104","16.913235","22.61069","0.009200435","0.014696947","59125.305","0.99952865","920.25195","26.74",""
"2025-07-24 16:27:45","0.48069054","11.807269","1.1093127","16.912191","22.609312","0.00919978","0.014696052","59128.95","0.99952865","920.2511","26.74",""
"2025-07-24 16:27:46","0.4720069","11.806798","1.0892727","16.927183","22.629625","0.0092094205","0.014709257","59076.58","0.99952877","920.27576","26.74",""
"2025-07-24 16:27:47","0.47162765","11.80676","1.0883976","16.927837","22.630522","0.009209845","0.014709839","59074.3","0.99952877","920.27686","26.74",""
"2025-07-24 16:27:48","0.47124845","11.806721","1.0875225","16.92849","22.631416","0.00921027","0.014710421","59072.02","0.99952877","920.278","26.74",""
"2025-07-24 16:27:49","0.44439298","11.806391","1.0255468","16.94361","22.651821","0.009219956","0.014723684","59019.312","0.99952877","920.253","26.74",""
"2025-07-24 16:27:50","0.44252962","11.806359","1.0212466","16.944918","22.65359","0.009220794","0.014724832","59014.75","0.99952877","920.2521","26.74",""
"2025-07-24 16:27:51","0.44066626","11.806327","1.0169464","16.946226","22.655355","0.009221633","0.014725981","59010.188","0.99952877","920.25116","26.74",""
"2025-07-24 16:27:52","0.46328712","11.806096","1.0691496","16.941032","22.648546","0.009218398","0.014721555","59028.285","0.9995288","920.28546","26.74",""
"2025-07-24 16:27:53","0.4639602","11.806073","1.070703","16.941105","22.648657","0.009218451","0.014721627","59028.027","0.9995288","920.28687","26.74",""
"2025-07-24 16:27:54","0.46463332","11.806051","1.0722563","16.94118","22.64877","0.009218504","0.0147217","59027.77","0.9995288","920.28827","26.74",""
"2025-07-24 16:27:55","0.4553479","11.805404","1.0508279","16.94798","22.658236","0.009222992","0.014727853","59004.082","0.9995289","920.2533","26.74",""
"2025-07-24 16:27:56","0.45534903","11.80536","1.0508306","16.948267","22.658646","0.009223186","0.01472812","59003.082","0.9995289","920.2521","26.74",""
"2025-07-24 16:27:57","0.4651468","11.805266","1.0734413","16.937897","22.644835","0.009216625","0.014719143","59039.21","0.9995289","920.2767","26.74",""
"2025-07-24 16:27:58","0.4655135","11.805245","1.0742875","16.937435","22.64423","0.009216338","0.01471875","59040.816","0.9995289","920.27734","26.74",""
"2025-07-24 16:27:59","0.46588016","11.805224","1.0751337","16.936974","22.643625","0.009216051","0.014718357","59042.426","0.9995289","920.278","26.74",""
"2025-07-24 16:28:00","0.4449337","11.805079","1.0267946","16.931915","22.636944","0.009212877","0.014714014","59060.07","0.99952894","920.28754","26.74",""
"2025-07-24 16:28:01","0.44393206","11.805068","1.024483","16.931355","22.636202","0.009212524","0.014713531","59062.023","0.99952894","920.28876","26.74",""
"2025-07-24 16:28:02","0.4429304","11.805057","1.0221714","16.930794","22.63546","0.009212171","0.014713048","59063.973","0.99952894","920.2899","26.74",""
"2025-07-24 16:28:03","0.48297396","11.8048935","1.1145817","16.933876","22.639675","0.00921417","0.014715789","59053.227","0.99952894","920.27167","26.74",""
"2025-07-24 16:28:04","0.48483193","11.80488","1.1188695","16.933926","22.63975","0.009214206","0.014715837","59053.05","0.99952894","920.2708","26.74",""
"2025-07-24 16:28:05","0.44798502","11.804491","1.0338361","16.936476","22.643381","0.009215927","0.014718198","59044.16","0.999529","920.27893","26.74",""
"2025-07-24 16:28:06","0.44669122","11.804463","1.0308503","16.9367","22.643698","0.009216077","0.014718404","59043.375","0.999529","920.279","26.74",""
"2025-07-24 16:28:07","0.4453974","11.804436","1.0278645","16.936926","22.644016","0.009216227","0.01471861","59042.59","0.999529","920.27905","26.74",""
"2025-07-24 16:28:08","0.4486078","11.804106","1.0352733","16.953867","22.666857","0.009227069","0.014733456","58983.605","0.999529","920.25323","26.74",""
"2025-07-24 16:28:09","0.44787624","11.804076","1.0335851","16.954948","22.668322","0.009227764","0.014734408","58979.836","0.999529","920.2519","26.74",""
"2025-07-24 16:28:10","0.44714466","11.804047","1.0318968","16.956032","22.669785","0.00922846","0.01473536","58976.066","0.999529","920.25055","26.74",""
"2025-07-24 16:28:11","0.46738595","11.803979","1.0786085","16.951551","22.663834","0.009225633","0.014731493","58991.656","0.99952906","920.26807","26.74",""
"2025-07-24 16:28:12","0.46864015","11.803966","1.0815029","16.951721","22.66407","0.009225745","0.0147316465","58991.06","0.99952906","920.26843","26.74",""
"2025-07-24 16:28:13","0.46838853","11.803346","1.0809221","16.944422","22.654669","0.0092212735","0.014725535","59016.477","0.9995291","920.28613","26.74",""
"2025-07-24 16:28:14","0.46883163","11.803306","1.0819446","16.943872","22.653957","0.009220935","0.014725073","59018.39","0.9995291","920.2876","26.74",""
"2025-07-24 16:28:15","0.46927473","11.803266","1.0829672","16.943323","22.653246","0.009220598","0.01472461","59020.3","0.9995291","920.2891","26.74",""
"2025-07-24 16:28:16","0.46150512","11.80278","1.0650369","16.941563","22.651173","0.009219609","0.014723263","59026.434","0.9995292","920.2718","26.748688",""
"2025-07-24 16:28:17","0.46103737","11.802735","1.0639575","16.941275","22.650812","0.009219438","0.014723028","59027.438","0.9995292","920.27124","26.749207",""
"2025-07-24 16:28:18","0.46056965","11.8026905","1.062878","16.940985","22.650454","0.0092192665","0.014722794","59028.44","0.9995292","920.2706","26.749725",""
"2025-07-24 16:28:19","0.4447787","11.8029375","1.0264366","16.942442","22.652258","0.009220124","0.014723969","59023.367","0.9995291","920.25226","26.749804",""
"2025-07-24 16:28:20","0.44365054","11.802939","1.0238332","16.942478","22.652304","0.009220147","0.0147239985","59023.246","0.9995291","920.25073","26.750027",""
"2025-07-24 16:28:21","0.46657774","11.802718","1.0767431","16.932182","22.638668","0.00921367","0.014715134","59059.133","0.9995292","920.25037","26.741453",""
"2025-07-24 16:28:22","0.46760613","11.802711","1.0791163","16.931581","22.637869","0.009213291","0.014714615","59061.227","0.9995292","920.2499","26.740929",""
"2025-07-24 16:28:23","0.4686345","11.802703","1.0814896","16.93098","22.637072","0.009212912","0.014714097","59063.32","0.9995292","920.24945","26.740404",""
"2025-07-24 16:28:24","0.46682975","11.802617","1.0773249","16.939981","22.649155","0.009218647","0.0147219505","59031.945","0.9995292","920.22375","26.731627",""
"2025-07-24 16:28:25","0.46730182","11.802606","1.0784143","16.940252","22.649523","0.009218823","0.014722191","59031","0.9995292","920.2222","26.730888",""
"2025-07-24 16:28:26","0.46777388","11.802595","1.0795037","16.940525","22.649893","0.009218998","0.014722431","59030.05","0.9995292","920.2207","26.73015",""
"2025-07-24 16:28:27","0.46283633","11.801794","1.0681088","16.942106","22.65247","0.009220213","0.014724106","59024.54","0.9995293","920.22034","26.730207",""
"2025-07-24 16:28:28","0.46250993","11.801744","1.0673556","16.942413","22.65291","0.009220421","0.014724392","59023.47","0.9995293","920.21967","26.729986",""
"2025-07-24 16:28:29","0.4448085","11.801016","1.0265052","16.937405","22.646635","0.009217432","0.014720312","59040.92","0.99952936","920.23676","26.738543",""
"2025-07-24 16:28:30","0.4436135","11.800951","1.0237474","16.937128","22.646303","0.009217273","0.014720096","59041.887","0.99952936","920.2378","26.739067",""
"2025-07-24 16:28:31","0.44241852","11.800887","1.0209898","16.936852","22.64597","0.009217115","0.01471988","59042.848","0.99952936","920.2389","26.739592",""
"2025-07-24 16:28:32","0.47038084","11.800967","1.0855197","16.938486","22.64811","0.009218132","0.014721272","59037.152","0.99952936","920.2653","26.739735",""
"2025-07-24 16:28:33","0.47161347","11.800953","1.0883641","16.93846","22.64808","0.009218118","0.014721253","59037.25","0.99952936","920.26733","26.73996",""
"2025-07-24 16:28:34","0.47284606","11.80094","1.0912087","16.93843","22.648052","0.009218105","0.014721234","59037.344","0.99952936","920.26935","26.740185",""
"2025-07-24 16:28:35","0.45713875","11.801036","1.0549601","16.929096","22.635515","0.009212154","0.014713084","59069.902","0.99952936","920.25134","26.748884",""
"2025-07-24 16:28:36","0.45690826","11.8010435","1.0544282","16.928583","22.634825","0.009211827","0.014712636","59071.69","0.99952936","920.251","26.749407",""
"2025-07-24 16:28:37","0.4508553","11.800739","1.0404596","16.941114","22.651754","0.009219862","0.01472364","59028.004","0.9995294","920.2333","26.74112",""
"2025-07-24 16:28:38","0.4501074","11.800722","1.0387336","16.941662","22.652496","0.009220215","0.014724123","59026.09","0.9995294","920.2318","26.740818",""
"2025-07-24 16:28:39","0.44935948","11.800706","1.0370076","16.942211","22.65324","0.009220567","0.014724606","59024.18","0.9995294","920.2303","26.740519",""
"2025-07-24 16:28:40","0.4691672","11.799989","1.0827187","16.92738","22.633823","0.009211339","0.014711985","59075.895","0.9995295","920.2476","26.740267",""
"2025-07-24 16:28:41","0.47020847","11.799937","1.0851218","16.926804","22.633083","0.009210987","0.014711505","59077.902","0.9995295","920.2482","26.740042",""
"2025-07-24 16:28:42","0.4712497","11.799887","1.0875247","16.92623","22.632343","0.009210635","0.014711024","59079.906","0.9995295","920.24884","26.739817",""
"2025-07-24 16:28:43","0.46845782","11.79909","1.0810815","16.932047","22.640583","0.00921454","0.014716379","59059.605","0.9995296","920.24927","26.748812",""
"2025-07-24 16:28:44","0.4687916","11.799026","1.0818517","16.932014","22.640577","0.009214536","0.014716376","59059.72","0.9995296","920.24976","26.749325",""
"2025-07-24 16:28:45","0.44528323","11.798841","1.0276004","16.941908","22.653915","0.009220867","0.014725045","59025.23","0.9995296","920.2497","26.749641",""
"2025-07-24 16:28:46","0.44374588","11.798811","1.0240526","16.942667","22.654945","0.009221356","0.014725715","59022.59","0.9995296","920.2497","26.749863",""
"2025-07-24 16:28:47","0.44220856","11.798781","1.0205048","16.943424","22.655975","0.009221845","0.014726385","59019.95","0.9995296","920.2497","26.750082",""
"2025-07-24 16:28:48","0.43432197","11.7983885","1.0023046","16.929087","22.637032","0.009212846","0.014714071","59069.934","0.99952966","920.2323","26.741297",""
"2025-07-24 16:28:49","0.43323624","11.798361","0.99979895","16.928478","22.636234","0.009212467","0.014713552","59072.06","0.99952966","920.2312","26.740772",""
"2025-07-24 16:28:50","0.4321505","11.798332","0.99729335","16.92787","22.635437","0.009212088","0.014713033","59074.18","0.99952966","920.23016","26.740248",""
"2025-07-24 16:28:51","0.47534874","11.7978525","1.0969839","16.915106","22.618645","0.009204108","0.01470212","59118.76","0.99952966","920.2568","26.740196",""
"2025-07-24 16:28:52","0.47767314","11.797814","1.1023481","16.914","22.617188","0.009203416","0.014701173","59122.625","0.99952966","920.25793","26.739971",""
"2025-07-24 16:28:53","0.4647342","11.797802","1.0724883","16.92562","22.632734","0.009210799","0.014711277","59082.04","0.9995297","920.2587","26.74",""
"2025-07-24 16:28:54","0.46495113","11.79779","1.0729889","16.926031","22.633293","0.009211064","0.01471164","59080.598","0.9995297","920.2594","26.74",""
"2025-07-24 16:28:55","0.46516803","11.797778","1.0734894","16.926445","22.63385","0.00921133","0.014712003","59079.156","0.9995297","920.2601","26.74",""
"2025-07-24 16:28:56","0.478267","11.797311","1.1037185","16.910072","22.61223","0.009201057","0.014697949","59136.355","0.9995297","920.25977","26.74",""
"2025-07-24 16:28:57","0.47874144","11.797282","1.1048133","16.909365","22.6113","0.009200615","0.014697344","59138.832","0.9995297","920.25977","26.74",""
"2025-07-24 16:28:58","0.4792159","11.797254","1.1059082","16.908655","22.610367","0.0092001725","0.014696739","59141.312","0.9995297","920.25977","26.74",""
"2025-07-24 16:28:59","0.4617129","11.79765","1.0655159","16.88224","22.574818","0.009183296","0.014673632","59233.867","0.99952966","920.22424","26.74",""
"2025-07-24 16:29:00","0.46102113","11.797662","1.0639194","16.880259","22.57216","0.009182035","0.014671905","59240.805","0.99952966","920.22217","26.74",""
"2025-07-24 16:29:01","0.46474358","11.796907","1.0725098","16.899055","22.59773","0.009194167","0.014688525","59174.918","0.9995298","920.2296","26.74",""
"2025-07-24 16:29:02","0.464551","11.796871","1.0720654","16.899572","22.598442","0.009194505","0.014688988","59173.105","0.9995298","920.2292","26.74",""
"2025-07-24 16:29:03","0.46435842","11.796834","1.071621","16.90009","22.599155","0.0091948435","0.014689451","59171.293","0.9995298","920.2288","26.74",""
"2025-07-24 16:29:04","0.45578828","11.79625","1.0518432","16.896246","22.594353","0.009192558","0.01468633","59184.746","0.99952984","920.2294","26.74",""
"2025-07-24 16:29:05","0.455355","11.796196","1.0508432","16.896467","22.59468","0.009192713","0.014686543","59183.97","0.99952984","920.2296","26.74",""
"2025-07-24 16:29:06","0.4549217","11.796142","1.0498433","16.896688","22.595007","0.009192868","0.014686755","59183.195","0.99952984","920.2298","26.74",""
"2025-07-24 16:29:07","0.47664633","11.796235","1.0999782","16.902151","22.602259","0.009196309","0.014691468","59164.066","0.99952984","920.212","26.74",""
"2025-07-24 16:29:08","0.47770292","11.796226","1.1024165","16.902374","22.60256","0.009196453","0.014691665","59163.29","0.99952984","920.21094","26.74",""
"2025-07-24 16:29:09","0.49497217","11.796153","1.1422696","16.920055","22.62625","0.009207699","0.014707062","59101.47","0.9995299","920.21893","26.74",""
"2025-07-24 16:29:10","0.49653962","11.79615","1.1458869","16.921272","22.627878","0.009208473","0.014708121","59097.215","0.9995299","920.219","26.74",""
