"Date Time","Pressure (psi) (680530)","Temperature (°C) (680530)","Depth (ft) (680530)","Actual Conductivity (µS/cm)","Specific Conductivity (µS/cm) (680530)","Marked"
"2025-07-24 17:21:57","0.29113048","12.593606","0.67191696","18.714788","21.798328",""
"2025-07-24 17:21:58","0.29113424","12.593558","0.6719256","18.714947","21.798512",""
"2025-07-24 17:21:59","0.29070437","12.593839","0.6709335","18.717321","21.801596",""
"2025-07-24 17:22:00","0.29070106","12.593843","0.67092586","18.71756","21.801891",""
"2025-07-24 17:22:01","0.29069775","12.593848","0.6709182","18.7178","21.802187",""
"2025-07-24 17:22:02","0.29042587","12.593172","0.6702907","18.718348","21.803398",""
"2025-07-24 17:22:03","0.29039794","12.593137","0.6702262","18.718437","21.803547",""
"2025-07-24 17:22:04","0.29037002","12.593102","0.6701618","18.718527","21.803696",""
"2025-07-24 17:22:05","0.29257292","12.591908","0.6752459","18.719257","21.804893",""
"2025-07-24 17:22:06","0.29269806","12.59182","0.67553467","18.719316","21.804996",""
"2025-07-24 17:22:07","0.29282317","12.591731","0.6758235","18.719374","21.8051",""
"2025-07-24 17:22:08","0.29123458","12.591016","0.672157","18.739363","21.828602",""
"2025-07-24 17:22:09","0.291197","12.590943","0.67207026","18.740557","21.830017",""
"2025-07-24 17:22:10","0.29155555","12.590475","0.67289776","18.718708","21.80498",""
"2025-07-24 17:22:11","0.29154015","12.590429","0.67286223","18.717855","21.804016",""
"2025-07-24 17:22:12","0.29152477","12.590384","0.6728267","18.717001","21.803053",""
"2025-07-24 17:22:13","0.2924528","12.589515","0.6749685","18.730677","21.81948",""
"2025-07-24 17:22:14","0.29251796","12.58945","0.6751188","18.730965","21.819857",""
"2025-07-24 17:22:15","0.2926645","12.58843","0.6743598","18.678204","21.758385",""
"2025-07-24 17:22:16","0.29260534","12.588053","0.675189","18.682281","21.763153",""
"2025-07-24 17:22:17","0.29259855","12.588005","0.6752406","18.681665","21.762434",""
"2025-07-24 17:22:18","0.29259175","12.587957","0.6752921","18.68105","21.761715",""
"2025-07-24 17:22:19","0.29312927","12.587775","0.67652655","18.684416","21.765877",""
"2025-07-24 17:22:20","0.29316857","12.587752","0.6766589","18.685093","21.766685",""
"2025-07-24 17:22:21","0.29320785","12.587729","0.67679137","18.68577","21.767494",""
"2025-07-24 17:22:22","0.29292256","12.5867605","0.67605245","18.74033","21.831518",""
"2025-07-24 17:22:23","0.2929266","12.586696","0.67606175","18.7437","21.83548",""
"2025-07-24 17:22:24","0.29293066","12.586632","0.6760711","18.747068","21.839441",""
"2025-07-24 17:22:25","0.2935178","12.586207","0.6774262","18.7258","21.814856",""
"2025-07-24 17:22:26","0.29354972","12.586158","0.67749983","18.725855","21.814947",""
"2025-07-24 17:22:27","0.29295936","12.583928","0.6761372","18.739496","21.831923",""
"2025-07-24 17:22:28","0.29293886","12.583781","0.6760899","18.739788","21.832333",""
"2025-07-24 17:22:29","0.29291835","12.583634","0.6760425","18.740078","21.832743",""
"2025-07-24 17:22:30","0.29301545","12.582741","0.67626655","18.729742","21.821133",""
"2025-07-24 17:22:31","0.29300672","12.582631","0.67624635","18.729454","21.820852",""
"2025-07-24 17:22:32","0.292998","12.5825205","0.67622614","18.729166","21.82057",""
"2025-07-24 17:22:33","0.29199988","12.581446","0.6739225","18.742056","21.836111",""
"2025-07-24 17:22:34","0.29194337","12.581358","0.673792","18.742554","21.836735",""
"2025-07-24 17:22:35","0.29177755","12.58034","0.6734093","18.74216","21.83677",""
"2025-07-24 17:22:36","0.29174352","12.580251","0.6733308","18.742445","21.837145",""
"2025-07-24 17:22:37","0.2917095","12.580162","0.6732522","18.742731","21.83752",""
"2025-07-24 17:22:38","0.25795022","12.551358","0.59533477","20.558653","23.96885",""
"2025-07-24 17:22:39","0.25591943","12.549603","0.59064764","20.667648","24.09679",""
"2025-07-24 17:22:40","0.2538886","12.547849","0.5859605","20.776644","24.22473",""
"2025-07-24 17:22:41","0.25760004","12.550477","0.59452647","20.702759","24.137163",""
"2025-07-24 17:22:42","0.25695443","12.549893","0.59303635","20.744814","24.186474",""
"2025-07-24 17:22:43","0.2939052","12.558803","0.6783173","20.704802","24.135042",""
"2025-07-24 17:22:44","0.29627204","12.55941","0.68377995","20.700922","24.130192",""
"2025-07-24 17:22:45","0.29863888","12.560017","0.68924254","20.69704","24.125341",""
"2025-07-24 17:22:46","0.2972666","12.568964","0.68607616","20.70824","24.133589",""
"2025-07-24 17:22:47","0.2981308","12.569727","0.6880708","20.708076","24.132988",""
"2025-07-24 17:22:48","0.29899502","12.570491","0.6900653","20.707912","24.132385",""
"2025-07-24 17:22:49","0.2986855","12.576683","0.6893515","20.734377","24.159895",""
"2025-07-24 17:22:50","0.2986721","12.577284","0.68932074","20.736156","24.161646",""
"2025-07-24 17:22:51","0.2970294","12.584008","0.6855299","20.715734","24.13424",""
"2025-07-24 17:22:52","0.29694057","12.584574","0.6853249","20.715069","24.133162",""
"2025-07-24 17:22:53","0.29685172","12.58514","0.68511987","20.714405","24.132082",""
"2025-07-24 17:22:54","0.2985138","12.589585","0.6889563","20.715736","24.131245",""
"2025-07-24 17:22:55","0.29857042","12.590024","0.6890871","20.715288","24.130487",""
"2025-07-24 17:22:56","0.29862705","12.590463","0.6892178","20.71484","24.12973",""
"2025-07-24 17:22:57","0.29893452","12.593","0.6899276","20.717583","24.131563",""
"2025-07-24 17:22:58","0.29899284","12.593271","0.6900623","20.717764","24.13163",""
"2025-07-24 17:22:59","0.29789716","12.595789","0.68753374","20.726278","24.140196",""
"2025-07-24 17:23:00","0.29783633","12.596007","0.68739337","20.726856","24.14075",""
"2025-07-24 17:23:01","0.29777548","12.596226","0.68725294","20.727432","24.141306",""
"2025-07-24 17:23:02","0.29924282","12.597866","0.6906396","20.741121","24.156366",""
"2025-07-24 17:23:03","0.2993035","12.598029","0.6907797","20.74216","24.15749",""
"2025-07-24 17:23:04","0.29936418","12.598192","0.69091976","20.7432","24.158613",""
"2025-07-24 17:23:05","0.29939562","12.60158","0.69099253","20.738255","24.151033",""
"2025-07-24 17:23:06","0.299434","12.601825","0.6910811","20.73832","24.150978",""
"2025-07-24 17:23:07","0.2986941","12.604069","0.6893737","20.724632","24.133833",""
"2025-07-24 17:23:08","0.29864904","12.604288","0.68926966","20.72368","24.132608",""
"2025-07-24 17:23:09","0.29860398","12.604507","0.6891657","20.72273","24.131384",""
"2025-07-24 17:23:10","0.298722","12.606848","0.6894383","20.73181","24.1407",""
"2025-07-24 17:23:11","0.29871053","12.607046","0.6894118","20.732012","24.140827",""
"2025-07-24 17:23:12","0.29869908","12.607244","0.6893854","20.732212","24.140957",""
"2025-07-24 17:23:13","0.29858252","12.608573","0.68911654","20.734316","24.14269",""
"2025-07-24 17:23:14","0.2978926","12.610076","0.6875244","20.730528","24.137472",""
"2025-07-24 17:23:15","0.29784375","12.610201","0.6874116","20.730299","24.137138",""
"2025-07-24 17:23:16","0.29987136","12.611657","0.69209135","20.799374","24.216782",""
"2025-07-24 17:23:17","0.30003846","12.611807","0.692477","20.805405","24.223722",""
"2025-07-24 17:23:18","0.29971212","12.612775","0.69172394","20.69239","24.09162",""
"2025-07-24 17:23:19","0.29975832","12.612898","0.6918306","20.684946","24.082888",""
"2025-07-24 17:23:20","0.299209","12.613857","0.6905629","20.756908","24.166155",""
"2025-07-24 17:23:21","0.2991503","12.613971","0.6904274","20.759144","24.1687",""
"2025-07-24 17:23:22","0.29909155","12.614085","0.6902919","20.761381","24.171242",""
"2025-07-24 17:23:23","0.29887393","12.615277","0.68978965","20.731058","24.135298",""
"2025-07-24 17:23:24","0.2988362","12.615405","0.6897026","20.731384","24.13561",""
"2025-07-24 17:23:25","0.29910097","12.6166935","0.69031376","20.74807","24.154343",""
"2025-07-24 17:23:26","0.29910728","12.616817","0.69032836","20.748232","24.154465",""
"2025-07-24 17:23:27","0.2991136","12.616942","0.69034296","20.748396","24.154587",""
"2025-07-24 17:23:28","0.29876634","12.618241","0.6895416","20.734272","24.13745",""
"2025-07-24 17:23:29","0.29875025","12.618359","0.6895045","20.733816","24.136856",""
"2025-07-24 17:23:30","0.2987342","12.618476","0.6894674","20.73336","24.136263",""
"2025-07-24 17:23:31","0.2982014","12.619732","0.6882379","20.746357","24.150719",""
"2025-07-24 17:23:32","0.2981606","12.619843","0.6881438","20.746737","24.151102",""
"2025-07-24 17:23:33","0.2979171","12.619197","0.68758124","21.75463","25.324745",""
"2025-07-24 17:23:34","0.2978897","12.619188","0.687518","21.816856","25.397188",""
"2025-07-24 17:23:35","0.29786232","12.619179","0.68745476","21.879082","25.469631",""
"2025-07-24 17:23:36","0.2976227","12.620704","0.6869022","20.964489","24.40412",""
"2025-07-24 17:23:37","0.29760215","12.620781","0.6868548","20.933388","24.367874",""
"2025-07-24 17:23:38","0.29758158","12.620857","0.68680733","20.902288","24.331629",""
"2025-07-24 17:23:39","0.298329","12.622453","0.6885325","20.933254","24.366812",""
"2025-07-24 17:23:40","0.29836643","12.622586","0.6886189","20.911676","24.341621",""
"2025-07-24 17:23:41","0.21751285","12.605618","0.5020104","22.729328","26.467527",""
"2025-07-24 17:23:42","0.21242654","12.604582","0.4902713","22.845234","26.603065",""
"2025-07-24 17:23:43","0.20734023","12.603546","0.4785322","22.961142","26.738604",""
"2025-07-24 17:23:44","0.22190782","12.608283","0.5121539","22.595448","26.309956",""
"2025-07-24 17:23:45","0.22067668","12.608125","0.50931245","22.62077","26.339516",""
"2025-07-24 17:23:46","0.21944553","12.607966","0.506471","22.646091","26.369078",""
"2025-07-24 17:23:47","0.28443822","12.614072","0.65647185","22.712996","26.4434",""
"2025-07-24 17:23:48","0.2886112","12.614541","0.66610295","22.709309","26.438828",""
"2025-07-24 17:23:49","0.2929778","12.620453","0.67618144","22.68316","26.404917",""
"2025-07-24 17:23:50","0.2947247","12.6209545","0.6802132","22.684124","26.405745",""
"2025-07-24 17:23:51","0.2964716","12.621457","0.684245","22.685087","26.40657",""
"2025-07-24 17:23:52","0.29620543","12.625797","0.683631","22.696499","26.417303",""
"2025-07-24 17:23:53","0.29627702","12.626209","0.68379635","22.696503","26.417065",""
"2025-07-24 17:23:54","0.29634863","12.626622","0.68396163","22.696507","26.416826",""
"2025-07-24 17:23:55","0.29631007","12.631062","0.683873","22.697514","26.415392",""
"2025-07-24 17:23:56","0.29631612","12.631441","0.68388695","22.697868","26.415583",""
"2025-07-24 17:23:57","0.2954155","12.634318","0.6818086","22.696901","26.41277",""
"2025-07-24 17:23:58","0.29536003","12.634602","0.6816806","22.696848","26.412542",""
"2025-07-24 17:23:59","0.2953046","12.634885","0.6815527","22.696796","26.412315",""
"2025-07-24 17:24:00","0.29583612","12.637715","0.6827798","22.687153","26.399431",""
"2025-07-24 17:24:01","0.29584616","12.637958","0.682803","22.686543","26.398579",""
"2025-07-24 17:24:02","0.29585618","12.638199","0.6828261","22.685932","26.397726",""
"2025-07-24 17:24:03","0.296137","12.640562","0.68347436","22.70175","26.414743",""
"2025-07-24 17:24:04","0.2961671","12.640778","0.68354386","22.702456","26.41544",""
"2025-07-24 17:24:05","0.29690334","12.64382","0.6852433","22.695057","26.405046",""
"2025-07-24 17:24:06","0.29695523","12.644065","0.68536305","22.694977","26.40481",""
"2025-07-24 17:24:07","0.29700708","12.64431","0.6854828","22.694897","26.404573",""
"2025-07-24 17:24:08","0.29639077","12.646671","0.6840606","22.691319","26.399023",""
"2025-07-24 17:24:09","0.29637182","12.646891","0.6840168","22.69091","26.39842",""
"2025-07-24 17:24:10","0.29635283","12.647111","0.6839731","22.690504","26.397818",""
"2025-07-24 17:24:11","0.29720625","12.648428","0.6859428","22.696615","26.404156",""
"2025-07-24 17:24:12","0.2972419","12.648568","0.6860251","22.69689","26.40439",""
"2025-07-24 17:24:13","0.29643273","12.650136","0.6841577","22.69591","26.402332",""
"2025-07-24 17:24:14","0.296403","12.650265","0.68408906","22.695992","26.40235",""
"2025-07-24 17:24:15","0.29708964","12.651383","0.6845596","22.742239","26.45487",""
"2025-07-24 17:24:16","0.29711938","12.651495","0.6845486","22.74551","26.458565",""
"2025-07-24 17:24:17","0.29743105","12.652813","0.6863728","22.76331","26.320585",""
"2025-07-24 17:24:18","0.29747745","12.6529455","0.6865463","22.765965","26.31016",""
"2025-07-24 17:24:19","0.2972029","12.653542","0.68592155","22.733389","26.428158",""
"2025-07-24 17:24:20","0.2971899","12.653632","0.6859346","22.7312","26.432833",""
"2025-07-24 17:24:21","0.29717687","12.653724","0.68594766","22.72901","26.437506",""
"2025-07-24 17:24:22","0.29717574","12.654245","0.6858729","22.701145","26.404724",""
"2025-07-24 17:24:23","0.29716575","12.6543045","0.68584985","22.698195","26.406796",""
"2025-07-24 17:24:24","0.29715574","12.654364","0.6858268","22.695244","26.408869",""
"2025-07-24 17:24:25","0.29813698","12.656141","0.6880915","22.7086","26.412975",""
"2025-07-24 17:24:26","0.29819423","12.656266","0.6882236","22.708502","26.412807",""
"2025-07-24 17:24:27","0.29658172","12.657083","0.6845021","22.724771","26.430876",""
"2025-07-24 17:24:28","0.29650503","12.657175","0.6843251","22.726032","26.43228",""
"2025-07-24 17:24:29","0.29642832","12.657269","0.68414813","22.727295","26.433683",""
"2025-07-24 17:24:30","0.29614615","12.65874","0.6834971","22.715029","26.418764",""
"2025-07-24 17:24:31","0.29608867","12.658849","0.6833644","22.71468","26.418297",""
"2025-07-24 17:24:32","0.29603118","12.658958","0.6832317","22.71433","26.41783",""
"2025-07-24 17:24:33","0.2957946","12.66007","0.68268573","22.823248","26.544235",""
"2025-07-24 17:24:34","0.2957731","12.660174","0.68263614","22.829443","26.551407",""
"2025-07-24 17:24:35","0.2961311","12.660667","0.6834624","20.80798","24.19984",""
"2025-07-24 17:24:36","0.2961475","12.660725","0.68350023","20.683907","24.055502",""
"2025-07-24 17:24:37","0.2961639","12.660781","0.6835381","20.559835","23.911161",""
"2025-07-24 17:24:38","0.2952863","12.661795","0.6815133","24.302963","28.266161",""
"2025-07-24 17:24:39","0.29524222","12.661868","0.6814116","24.478731","28.47067",""
"2025-07-24 17:24:40","0.29519814","12.661942","0.68131","24.6545","28.67518",""
"2025-07-24 17:24:41","0.25528756","12.659173","0.5891961","24.58576","28.590322",""
"2025-07-24 17:24:42","0.25288638","12.659035","0.5836542","24.675459","28.694393",""
"2025-07-24 17:24:43","0.27104518","12.66637","0.6255647","24.692024","28.710249",""
"2025-07-24 17:24:44","0.2712378","12.666761","0.6260092","24.689386","28.706854",""
"2025-07-24 17:24:45","0.2714304","12.667151","0.6264538","24.686749","28.703457",""
"2025-07-24 17:24:46","0.29300338","12.672536","0.676244","24.65438","28.662825",""
"2025-07-24 17:24:47","0.2947879","12.673049","0.68036276","24.652824","28.660748",""
"2025-07-24 17:24:48","0.29657245","12.673562","0.68448144","24.651266","28.65867",""
"2025-07-24 17:24:49","0.29829314","12.678242","0.6884532","24.66124","28.667828",""
"2025-07-24 17:24:50","0.2989432","12.67866","0.6899535","24.66099","28.667315",""
"2025-07-24 17:24:51","0.29734552","12.682525","0.6862664","24.651363","28.653925",""
"2025-07-24 17:24:52","0.29728782","12.682875","0.6861333","24.65102","28.653334",""
"2025-07-24 17:24:53","0.29723012","12.683225","0.68600017","24.650679","28.652742",""
"2025-07-24 17:24:54","0.29649162","12.686683","0.6842961","24.652288","28.653141",""
"2025-07-24 17:24:55","0.29640555","12.686988","0.68409747","24.652143","28.652828",""
"2025-07-24 17:24:56","0.2963195","12.687292","0.68389887","24.651999","28.652517",""
"2025-07-24 17:24:57","0.2980399","12.689565","0.6878697","24.65495","28.654367",""
"2025-07-24 17:24:58","0.29812324","12.68979","0.6880621","24.655165","28.654486",""
"2025-07-24 17:24:59","0.2991694","12.692321","0.6904768","24.663538","28.662458",""
"2025-07-24 17:25:00","0.2992747","12.692533","0.6907199","24.664131","28.663",""
"2025-07-24 17:25:01","0.29938006","12.692745","0.69096303","24.664724","28.663544",""
"2025-07-24 17:25:02","0.29876363","12.6954775","0.68954057","24.661814","28.658655",""
"2025-07-24 17:25:03","0.2987521","12.695707","0.689514","24.661852","28.658562",""
"2025-07-24 17:25:04","0.29874057","12.695938","0.6894874","24.66189","28.65847",""
"2025-07-24 17:25:05","0.29820135","12.698302","0.68824303","24.67139","28.668375",""
"2025-07-24 17:25:06","0.2981544","12.698515","0.68813473","24.67189","28.668848",""
"2025-07-24 17:25:07","0.29862756","12.700339","0.68922687","24.678236","28.675121",""
"2025-07-24 17:25:08","0.29864508","12.700508","0.6892673","24.678858","28.675749",""
"2025-07-24 17:25:09","0.29866257","12.700678","0.68930775","24.67948","28.676376",""
"2025-07-24 17:25:10","0.29856095","12.702396","0.6890733","24.671572","28.666338",""
"2025-07-24 17:25:11","0.29856694","12.702546","0.68908715","24.671246","28.66588",""
"2025-07-24 17:25:12","0.29857293","12.702696","0.689101","24.67092","28.665422",""
"2025-07-24 17:25:13","0.29856396","12.703989","0.6890804","24.675512","28.669489",""
"2025-07-24 17:25:14","0.2985609","12.704108","0.6890734","24.675575","28.669468",""
"2025-07-24 17:25:15","0.2973275","12.707021","0.6901448","24.740685","28.744503",""
"2025-07-24 17:25:16","0.29724687","12.707237","0.690215","24.745045","28.749502",""
"2025-07-24 17:25:17","0.29794887","12.70837","0.68793476","24.608875","28.590193",""
"2025-07-24 17:25:18","0.29797897","12.708522","0.6877722","24.599176","28.578825",""
"2025-07-24 17:25:19","0.2986391","12.709818","0.6892811","24.590414","28.568308",""
"2025-07-24 17:25:20","0.2987215","12.709952","0.68932474","24.58486","28.56179",""
"2025-07-24 17:25:21","0.2988039","12.710087","0.6893684","24.579304","28.555273",""
"2025-07-24 17:25:22","0.29819012","12.711279","0.68821824","24.671188","28.661257",""
"2025-07-24 17:25:23","0.29818228","12.711405","0.6882002","24.67594","28.666714",""
"2025-07-24 17:25:24","0.29923713","12.71259","0.69063485","24.675674","28.665628",""
"2025-07-24 17:25:25","0.29929247","12.7127","0.69076264","24.67762","28.66782",""
"2025-07-24 17:25:26","0.29934785","12.71281","0.6908904","24.679567","28.670012",""
"2025-07-24 17:25:27","0.2988843","12.714061","0.68982065","24.673492","28.662159",""
"2025-07-24 17:25:28","0.2988834","12.714168","0.68981856","24.673082","28.661615",""
"2025-07-24 17:25:29","0.2988825","12.714275","0.68981653","24.672672","28.661072",""
"2025-07-24 17:25:30","0.29861122","12.715923","0.68919057","24.68531","28.674702",""
"2025-07-24 17:25:31","0.29858348","12.716054","0.6891265","24.685925","28.675333",""
"2025-07-24 17:25:32","0.29687616","12.717557","0.6851861","24.692217","28.681684",""
"2025-07-24 17:25:33","0.2967631","12.7176895","0.6849252","24.692904","28.6824",""
"2025-07-24 17:25:34","0.29665005","12.717822","0.68466425","24.693592","28.683113",""
"2025-07-24 17:25:35","0.29820156","12.719629","0.6882453","24.685331","28.672369",""
"2025-07-24 17:25:36","0.29825312","12.719776","0.6883644","24.684977","28.671864",""
"2025-07-24 17:25:37","0.2983047","12.719924","0.6884834","24.684624","28.67136",""
"2025-07-24 17:25:38","0.29913056","12.721181","0.6903896","24.69027","28.67712",""
"2025-07-24 17:25:39","0.2992187","12.721303","0.69059306","24.690403","28.677197",""
"2025-07-24 17:25:40","0.29930687","12.721425","0.69079655","24.690535","28.677273",""
"2025-07-24 17:25:41","0.29733524","12.723298","0.68624616","24.696075","28.682514",""
"2025-07-24 17:25:42","0.29724216","12.723442","0.6860313","24.696537","28.682959",""
"2025-07-24 17:25:43","0.29804394","12.724803","0.6878819","24.745665","28.739147",""
"2025-07-24 17:25:44","0.29804873","12.724932","0.68789303","24.748823","28.742735",""
"2025-07-24 17:25:45","0.29805356","12.72506","0.6879041","24.751982","28.74632",""
"2025-07-24 17:25:46","0.2973487","12.726547","0.68627745","25.00667","29.041151",""
"2025-07-24 17:25:47","0.29732716","12.726671","0.68622774","25.023207","29.060276",""
"2025-07-24 17:25:48","0.29730564","12.726795","0.6861781","25.039742","29.079401",""
"2025-07-24 17:25:49","0.29779658","12.729252","0.68731105","25.636913","29.771284",""
"2025-07-24 17:25:50","0.2978078","12.729436","0.68733704","25.678585","29.819557",""
"2025-07-24 17:25:51","0.29794258","12.732021","0.6876481","26.144629","30.35901",""
"2025-07-24 17:25:52","0.29796275","12.732239","0.68769467","26.187359","30.408487",""
"2025-07-24 17:25:53","0.29798293","12.732456","0.6877412","26.23009","30.457962",""
"2025-07-24 17:25:54","0.2969452","12.734661","0.6853463","26.46281","30.726686",""
"2025-07-24 17:25:55","0.29688635","12.734859","0.68521047","26.488703","30.756618",""
"2025-07-24 17:25:56","0.2968275","12.735058","0.6850746","26.514595","30.78655",""
"2025-07-24 17:25:57","0.29775158","12.73677","0.68720764","26.45785","30.719494",""
"2025-07-24 17:25:58","0.29777977","12.73693","0.6872727","26.461079","30.723135",""
"2025-07-24 17:25:59","0.2970477","12.738193","0.6855833","26.236053","30.461014",""
"2025-07-24 17:26:00","0.29702452","12.738312","0.68552977","26.221226","30.443718",""
"2025-07-24 17:26:01","0.29700133","12.738431","0.6854763","26.206398","30.42642",""
"2025-07-24 17:26:02","0.29684216","12.739214","0.68510896","26.328157","30.567255",""
"2025-07-24 17:26:03","0.29681405","12.739293","0.6850441","26.329798","30.569105",""
"2025-07-24 17:26:04","0.29678598","12.739372","0.6849793","26.331438","30.570955",""
"2025-07-24 17:26:05","0.2330168","12.733988","0.5378","27.205786","31.589867",""
